Distance (miles),Property URL 1,Property URL 2,Property 1 - Bedrooms,Property 1 - Bathrooms,Property 1 - Type,Property 1 - Rent (USD),Property 2 - Bedrooms,Property 2 - Bathrooms,Property 2 - Type,Property 2 - Rent (USD)
4.438743898,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,2,2,Townhouse,1200,2,1,Single Family,1199
4.440344535,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,2,1,Single Family,1400,2,2,Townhouse,1225
4.444726656,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,2,Single Family,1300,2,2,Townhouse,1225
4.44843306,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,3,2,Townhouse,1250,2,1,Single Family,1400
4.449341788,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,3,2,Townhouse,1325,2,2,Single Family,1350
4.450829054,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,3,2,Single Family,1445,2,2,Single Family,1400
4.45111002,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,3,2,Single Family,1500,2,1,Single Family,1400
4.45427238,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,2,Townhouse,1220,3,2,Single Family,1500
4.467936472,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,3,2,Townhouse,1325,3,1,Single Family,1235
4.469421461,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,3,2,Townhouse,1395,2,1,Townhouse,850
4.472817003,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,2,1,Single Family,935,2,1,Single Family,1400
4.480327644,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,2,2,Single Family,1400,2,2,Townhouse,1350
4.494943076,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,2,1,Townhouse,900,3,2,Townhouse,1395
4.49996171,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,3,2,Single Family,1445,3,2,Single Family,1500
4.500407452,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,3,2,Townhouse,1250,2,2,Single Family,1350
4.50598363,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,3,1,Single Family,1235,3,2,Townhouse,1250
4.506376486,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,1,Single Family,900,3,2,Single Family,1500
4.51025094,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,2,1,Single Family,1199,2,2,Townhouse,1350
4.510555295,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,1,Single Family,1295,3,2,Single Family,1500
4.519020666,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,3,1,Single Family,1235,2,2,Townhouse,1200
4.52260437,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,2,2,Townhouse,1200,2,1,Single Family,1400
4.531780037,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,3,2,Single Family,1500,3,1,Single Family,1250
4.542376962,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,2,2,Townhouse,1050,2,2,Single Family,1075
4.551463196,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,3,2,Townhouse,1395,3,2,Single Family,1500
4.56957982,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,1,Single Family,1235,2,2,Townhouse,1350
4.571050385,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,3,2,Single Family,1500,2,2,Single Family,1395
4.573195052,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,2,2,Single Family,1350,2,1,Single Family,1250
4.578901549,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,3,2,Townhouse,1325,3,2,Single Family,1300
4.584958642,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,3,2,Single Family,1500,2,3,Single Family,1300
4.585414788,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,2,2,Townhouse,1350,2,1,Single Family,1400
4.587588952,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,2,Townhouse,1200,3,2,Single Family,1300
4.600964215,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,2,1,Single Family,900,2,2,Townhouse,1200
4.607154156,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,3,2,Townhouse,1325,2,1,Single Family,900
4.622406886,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,3,2,Townhouse,1250,3,2,Single Family,1300
4.627487344,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,2,Single Family,1300,2,2,Townhouse,1350
4.627768293,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,2,2,Townhouse,1095,2,2,Single Family,1350
4.630435444,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,2,1,Single Family,1199,2,2,Single Family,1350
4.631074601,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,2,1,Single Family,1050,2,2,Single Family,1350
4.631858582,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,1,Single Family,1175,2,2,Townhouse,1225
4.636960193,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,2,1,Single Family,900,2,2,Townhouse,1350
4.640319464,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,2,2,Townhouse,1250,2,2,Single Family,1350
4.642671783,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,1,Single Family,1300,2,2,Townhouse,1225
4.644512687,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,1,Single Family,1050,3,2,Single Family,1500
4.652391347,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,2,1,Single Family,900,3,2,Townhouse,1250
4.652832718,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,3,2,Townhouse,1395,2,1,Single Family,1250
4.658404079,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,1,Single Family,1199,3,2,Single Family,1500
4.659435756,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,3,2,Single Family,1445,2,1,Single Family,1400
4.661703222,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,3,2,Townhouse,1325,3,2,Single Family,1300
4.66873056,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,3,2,Single Family,1300,2,2,Townhouse,1200
4.684198479,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,3,2,Townhouse,1395,2,1,Single Family,1050
4.702579889,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,3,2,Townhouse,1395,2,2,Townhouse,1095
4.705380718,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,3,2,Single Family,1300,3,2,Townhouse,1250
4.708134801,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,2,Single Family,1300,2,2,Townhouse,1350
4.7299396,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,2,1,Single Family,1050,2,1,Single Family,935
4.738718397,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,3,1,Townhouse,1250,2,1,Single Family,935
4.752831134,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,2,Single Family,1075,3,2,Single Family,1500
4.763409388,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,3,2,Single Family,1500,2,1,Townhouse,1195
4.764444969,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,2,2,Townhouse,1095,2,1,Single Family,935
4.766206751,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,3,2,Single Family,1445,3,1,Townhouse,1250
4.768533079,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,3,2,Single Family,1445,2,3,Single Family,1300
4.785278539,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,3,2,Townhouse,1325,3,1,Single Family,1175
4.790384844,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,1,Single Family,1250,2,2,Townhouse,1225
4.806774717,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,3,2,Townhouse,1325,3,1,Single Family,1300
4.815300819,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,2,1,Single Family,935,2,1,Single Family,1250
4.819545592,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,2,Townhouse,1200,3,1,Single Family,1175
4.825490263,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,3,2,Townhouse,1250,3,1,Single Family,1175
4.835341793,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,3,2,Single Family,1445,3,1,Single Family,1100
4.836636836,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,3,1,Single Family,1300,2,2,Townhouse,1200
4.84702191,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,2,2,Single Family,1395,2,2,Townhouse,1225
4.847556084,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,3,1,Single Family,1300,3,2,Townhouse,1250
4.855984628,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,2,1,Single Family,935,3,1,Single Family,1100
4.860270888,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,2,1,Single Family,1050,2,2,Townhouse,1225
4.865762076,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,1,Single Family,1175,2,2,Townhouse,1350
4.86806033,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,2,1,Single Family,1050,3,2,Single Family,1445
4.872996824,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,2,2,Townhouse,1050,2,1,Townhouse,1295
4.874001969,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,3,2,Townhouse,1395,2,1,Single Family,1199
4.878267925,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,3,2,Townhouse,1325,3,1,Single Family,1250
4.881741107,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,1,Single Family,1300,2,2,Townhouse,1350
4.881948707,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,2,1,Single Family,900,2,2,Townhouse,1225
4.891259109,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,1,Single Family,935,3,2,Single Family,1500
4.910801063,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,2,2,Townhouse,1095,3,2,Single Family,1445
4.914666097,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,3,2,Townhouse,1250,3,1,Single Family,1250
4.925707839,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,3,2,Townhouse,1325,2,1,Single Family,1050
4.939901275,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,2,2,Townhouse,1200,3,1,Single Family,1250
4.940572994,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,3,2,Townhouse,1325,2,2,Single Family,1395
4.958065472,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,3,2,Single Family,1445,2,1,Single Family,1250
4.960727356,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,2,1,Single Family,1050,3,2,Townhouse,1250
4.977257336,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,3,2,Townhouse,1250,2,2,Single Family,1395
4.98458363,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,2,1,Townhouse,1195,2,2,Townhouse,1225
4.99270664,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,1,Single Family,1250,2,2,Townhouse,1350
4.996620652,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,2,1,Single Family,1050,2,2,Townhouse,1200
5.000074373,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,2,Townhouse,1200,2,2,Single Family,1395
5.003375197,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,2,2,Single Family,1350,2,1,Single Family,1400
5.019342424,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,3,2,Townhouse,1325,2,1,Single Family,900
5.021202592,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,1,Single Family,935,2,1,Townhouse,850
5.026703215,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,2,1,Townhouse,900,2,1,Single Family,935
5.03145726,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,3,2,Townhouse,1395,2,2,Single Family,1400
5.041996448,https://www.zillow.com/homedetails/4005-Calypso-Dr-Augusta-GA-30907/402392765_zpid/,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,2,2,Single Family,1350,2,2,Single Family,1400
5.047714382,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,3,2,Townhouse,1325,2,1,Townhouse,1195
5.051586812,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,2,1,Single Family,1050,2,2,Townhouse,1350
5.052334117,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,2,2,Single Family,1395,2,2,Townhouse,1350
5.058492944,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,3,2,Townhouse,1250,2,1,Single Family,900
5.060986885,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,2,Townhouse,1200,2,1,Single Family,900
5.067691325,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,2,1,Single Family,935,2,1,Single Family,1199
5.079369882,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,3,2,Townhouse,1395,2,1,Single Family,1400
5.080519584,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,1,Townhouse,1295,3,2,Single Family,1500
5.082500493,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,3,2,Townhouse,1250,2,1,Townhouse,1195
5.088781496,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,2,2,Townhouse,1250,3,2,Single Family,1445
5.108872806,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,2,1,Single Family,900,2,2,Townhouse,1350
5.119915144,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,2,2,Townhouse,1200,2,1,Townhouse,1195
5.153190683,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,3,2,Single Family,1445,2,1,Townhouse,850
